来源,序号/名称,标题/名称,提取餐厅/地点名,Google Maps查询URL,Google查询词,Google候选名,Google候选详情,Google纬度,Google经度,Google页面文件,Google搜索状态,是否可先作为地址候选,备注
微信餐厅,漫漫重庆大碗麻辣烫,漫漫重庆大碗麻辣烫,漫漫重庆大碗麻辣烫,https://www.google.com/maps/search/%E6%BC%AB%E6%BC%AB%E9%87%8D%E5%BA%86%E5%A4%A7%E7%A2%97%E9%BA%BB%E8%BE%A3%E7%83%AB%20Tashkent%20Uzbekistan%20restaurant,漫漫重庆大碗麻辣烫 Tashkent Uzbekistan restaurant,Kungfu Malatang,餐馆·Ulitsa Istiklol 7,41.3132606,69.2834973,/Users/g90/Documents/Codex/2026-06-13/hermes/work/maps_reads/053_漫漫重庆大碗麻辣烫.md,Google候选需核名,否,候选与“漫漫重庆大碗麻辣烫”不是同名，只能作为近似麻辣烫候选。
微信餐厅,yusuf兰州拉面,yusuf兰州拉面,yusuf兰州拉面,https://www.google.com/maps/search/yusuf%E5%85%B0%E5%B7%9E%E6%8B%89%E9%9D%A2%20Tashkent%20Uzbekistan%20restaurant,yusuf兰州拉面 Tashkent Uzbekistan restaurant,兰州拉面,"中国风味·78M3+5WC, Фарғона Йўли",41.2829348,69.3047555,/Users/g90/Documents/Codex/2026-06-13/hermes/work/maps_reads/054_yusuf兰州拉面.md,Google候选需核名,否,候选缺少 yusuf 字样，需核名。
微信餐厅,淮扬食府中餐厅,淮扬食府中餐厅,淮扬食府中餐厅,https://www.google.com/maps/search/%E6%B7%AE%E6%89%AC%E9%A3%9F%E5%BA%9C%E4%B8%AD%E9%A4%90%E5%8E%85%20Tashkent%20Uzbekistan%20restaurant,淮扬食府中餐厅 Tashkent Uzbekistan restaurant,,,,,/Users/g90/Documents/Codex/2026-06-13/hermes/work/maps_reads/055_淮扬食府中餐厅.md,Google无同名结果,否,未返回“淮扬食府中餐厅”同名或高度相关候选。
微信餐厅,LAGMAN HOUSE,LAGMAN HOUSE,LAGMAN HOUSE,https://www.google.com/maps/search/LAGMAN%20HOUSE%20Tashkent%20Uzbekistan%20restaurant,LAGMAN HOUSE Tashkent Uzbekistan restaurant,,,,,/Users/g90/Documents/Codex/2026-06-13/hermes/work/maps_reads/056_LAGMAN_HOUSE.md,Google无有效结果,否,页面未返回可用地点卡片。
微信餐厅,锅气火锅,锅气火锅,锅气火锅,https://www.google.com/maps/search/%E9%94%85%E6%B0%94%E7%81%AB%E9%94%85%20Tashkent%20Uzbekistan%20restaurant,锅气火锅 Tashkent Uzbekistan restaurant,重庆搞火锅Чунцинский самовар,中国风味·DOMDRABAD KO'CHASI,41.2568108,69.2043659,/Users/g90/Documents/Codex/2026-06-13/hermes/work/maps_reads/057_锅气火锅.md,Google候选需核名,否,另有 JIANG HU HUOGUO 煮江湖火锅；与“锅气火锅”不完全同名。
微信餐厅,锅气小碗菜,锅气小碗菜,锅气小碗菜,https://www.google.com/maps/search/%E9%94%85%E6%B0%94%E5%B0%8F%E7%A2%97%E8%8F%9C%20Tashkent%20Uzbekistan%20restaurant,锅气小碗菜 Tashkent Uzbekistan restaurant,,,,,/Users/g90/Documents/Codex/2026-06-13/hermes/work/maps_reads/058_锅气小碗菜.md,Google无同名结果,否,返回多条泛化餐厅/火锅结果，未见“锅气小碗菜”同名候选。
微信餐厅,幸福小馆,幸福小馆,幸福小馆,https://www.google.com/maps/search/%E5%B9%B8%E7%A6%8F%E5%B0%8F%E9%A6%86%20Tashkent%20Uzbekistan%20restaurant,幸福小馆 Tashkent Uzbekistan restaurant,,,,,/Users/g90/Documents/Codex/2026-06-13/hermes/work/maps_reads/059_幸福小馆.md,Google无同名结果,否,返回泛化餐厅列表，未见“幸福小馆”同名候选。
微信餐厅,重庆辣德佳火锅,重庆辣德佳火锅,重庆辣德佳火锅,https://www.google.com/maps/search/%E9%87%8D%E5%BA%86%E8%BE%A3%E5%BE%B7%E4%BD%B3%E7%81%AB%E9%94%85%20Tashkent%20Uzbekistan%20restaurant,重庆辣德佳火锅 Tashkent Uzbekistan restaurant,Xitoyning Chongqing Hotpoti,火锅·Arnasay ko'chasi 23,41.2752546,69.2245032,/Users/g90/Documents/Codex/2026-06-13/hermes/work/maps_reads/060_重庆辣德佳火锅.md,Google候选需核名,否,候选与“重庆辣德佳火锅”不是同名，只能作为重庆火锅近似候选。
微信餐厅,闽浙海鲜餐厅,闽浙海鲜餐厅,闽浙海鲜餐厅,https://www.google.com/maps/search/%E9%97%BD%E6%B5%99%E6%B5%B7%E9%B2%9C%E9%A4%90%E5%8E%85%20Tashkent%20Uzbekistan%20restaurant,闽浙海鲜餐厅 Tashkent Uzbekistan restaurant,浙江海鲜楼,"中国风味·Arnasay Street, 斯坦",41.2799293,69.2267713,/Users/g90/Documents/Codex/2026-06-13/hermes/work/maps_reads/061_闽浙海鲜餐厅.md,Google候选需核名,否,与“闽浙海鲜餐厅”接近但不是同名。
微信餐厅,塔什干遇湘食府,塔什干遇湘食府,塔什干遇湘食府,https://www.google.com/maps/search/%E5%A1%94%E4%BB%80%E5%B9%B2%E9%81%87%E6%B9%98%E9%A3%9F%E5%BA%9C%20Tashkent%20Uzbekistan%20restaurant,塔什干遇湘食府 Tashkent Uzbekistan restaurant,遇湘食府,"UZ Imam at-Termeziy ko'chasi 8, Тоshkent, Toshkent, 乌兹别克斯坦",41.2831119,69.2452873,/Users/g90/Documents/Codex/2026-06-13/hermes/work/maps_reads/062_塔什干遇湘食府.md,Google Maps已确认,是,同名详情页；地址和坐标来自 Google Maps 读取页。
微信餐厅,樽龍私厨,樽龍私厨,樽龍私厨,https://www.google.com/maps/search/%E6%A8%BD%E9%BE%8D%E7%A7%81%E5%8E%A8%20Tashkent%20Uzbekistan%20restaurant,樽龍私厨 Tashkent Uzbekistan restaurant,,,,,/Users/g90/Documents/Codex/2026-06-13/hermes/work/maps_reads/063_樽龍私厨.md,Google无同名结果,否,未返回“樽龍私厨”同名或高度相关候选。
微信餐厅,Saray新疆餐厅,Saray新疆餐厅,Saray新疆餐厅,https://www.google.com/maps/search/Saray%E6%96%B0%E7%96%86%E9%A4%90%E5%8E%85%20Tashkent%20Uzbekistan%20restaurant,Saray新疆餐厅 Tashkent Uzbekistan restaurant,saray uygur taomliri,中欧餐厅·furqat 15a,41.3096237,69.2430459,/Users/g90/Documents/Codex/2026-06-13/hermes/work/maps_reads/064_Saray新疆餐厅.md,Google候选需核名,否,Saray+Uyghur 语义接近新疆餐厅，但不是中文同名。
微信餐厅,一站式火锅外卖,一站式火锅外卖,一站式火锅外卖,https://www.google.com/maps/search/%E4%B8%80%E7%AB%99%E5%BC%8F%E7%81%AB%E9%94%85%E5%A4%96%E5%8D%96%20Tashkent%20Uzbekistan%20restaurant,一站式火锅外卖 Tashkent Uzbekistan restaurant,,,,,/Users/g90/Documents/Codex/2026-06-13/hermes/work/maps_reads/065_一站式火锅外卖.md,Google无同名结果,否,返回泛化餐厅/火锅结果，未见“一站式火锅外卖”同名候选。
微信餐厅,樱花餐厅-延边烤肉店,樱花餐厅-延边烤肉店,樱花餐厅-延边烤肉店,https://www.google.com/maps/search/%E6%A8%B1%E8%8A%B1%E9%A4%90%E5%8E%85-%E5%BB%B6%E8%BE%B9%E7%83%A4%E8%82%89%E5%BA%97%20Tashkent%20Uzbekistan%20restaurant,樱花餐厅-延边烤肉店 Tashkent Uzbekistan restaurant,Sakura BBQ,烧烤·Abdulla Kaxxar ko'chasi 48а,41.2753514,69.2633190,/Users/g90/Documents/Codex/2026-06-13/hermes/work/maps_reads/066_樱花餐厅-延边烤肉店.md,Google Maps已确认,是,Sakura 与樱花、BBQ 与烤肉对应，名称高度匹配。
微信餐厅,渝味山庄江湖菜,渝味山庄江湖菜,渝味山庄江湖菜,https://www.google.com/maps/search/%E6%B8%9D%E5%91%B3%E5%B1%B1%E5%BA%84%E6%B1%9F%E6%B9%96%E8%8F%9C%20Tashkent%20Uzbekistan%20restaurant,渝味山庄江湖菜 Tashkent Uzbekistan restaurant,,,,,/Users/g90/Documents/Codex/2026-06-13/hermes/work/maps_reads/067_渝味山庄江湖菜.md,Google无同名结果,否,未返回“渝味山庄江湖菜”同名候选。
微信餐厅,重庆小面,重庆小面,重庆小面,https://www.google.com/maps/search/%E9%87%8D%E5%BA%86%E5%B0%8F%E9%9D%A2%20Tashkent%20Uzbekistan%20restaurant,重庆小面 Tashkent Uzbekistan restaurant,China Arena Restaurant,中国风味；菜单主打餐饮：重庆小面,41.2863567,69.2716208,/Users/g90/Documents/Codex/2026-06-13/hermes/work/maps_reads/068_重庆小面.md,Google候选需核名,否,候选是菜单项匹配，不是店名同名。
微信餐厅,华人餐厅,华人餐厅,华人餐厅,https://www.google.com/maps/search/%E5%8D%8E%E4%BA%BA%E9%A4%90%E5%8E%85%20Tashkent%20Uzbekistan%20restaurant,华人餐厅 Tashkent Uzbekistan restaurant,华人餐厅,中国风味·8728+Q2Q,41.3019603,69.2649157,/Users/g90/Documents/Codex/2026-06-13/hermes/work/maps_reads/069_华人餐厅.md,Google Maps已确认,是,同名结果；坐标来自 Google Maps 读取页。
微信餐厅,疆来清真餐厅,疆来清真餐厅,疆来清真餐厅,https://www.google.com/maps/search/%E7%96%86%E6%9D%A5%E6%B8%85%E7%9C%9F%E9%A4%90%E5%8E%85%20Tashkent%20Uzbekistan%20restaurant,疆来清真餐厅 Tashkent Uzbekistan restaurant,疆来清真餐厅,"Tashkent, Mahmud Tarobiy ko'chasi, 100047",41.2863567,69.2591622,/Users/g90/Documents/Codex/2026-06-13/hermes/work/maps_reads/070_疆来清真餐厅.md,Google Maps已确认,是,同名详情页；地址和坐标来自 Google Maps 读取页。
微信餐厅,中国饭店,中国饭店,中国饭店,https://www.google.com/maps/search/%E4%B8%AD%E5%9B%BD%E9%A5%AD%E5%BA%97%20Tashkent%20Uzbekistan%20restaurant,中国饭店 Tashkent Uzbekistan restaurant,中国饭店,中国风味·77VQ+7PJ,41.2932131,69.2892665,/Users/g90/Documents/Codex/2026-06-13/hermes/work/maps_reads/071_中国饭店.md,Google Maps已确认,是,同名结果；坐标来自 Google Maps 读取页。
微信餐厅,温州饭店,温州饭店,温州饭店,https://www.google.com/maps/search/%E6%B8%A9%E5%B7%9E%E9%A5%AD%E5%BA%97%20Tashkent%20Uzbekistan%20restaurant,Wenzhou restaurant Uzbekistan,竹子广式点心,4.0 (125)·UZS 10-25万 | 中国风味·Taras Shevchenko ko'chasi 30 | 已结束营业 · 开始营业时间：11:00,41.2991027,69.2781482,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/01_温州饭店.md,Google候选需核名,是,
微信餐厅,sakura樱花烤肉自助餐厅,sakura樱花烤肉自助餐厅,sakura樱花烤肉自助餐厅,https://www.google.com/maps/search/sakura%E6%A8%B1%E8%8A%B1%E7%83%A4%E8%82%89%E8%87%AA%E5%8A%A9%E9%A4%90%E5%8E%85%20Tashkent%20Uzbekistan%20restaurant,Sakura barbecue buffet restaurant Uzbekistan,,有Google结果坐标但未解析到可读候选名称,41.2753514,69.2633190,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/02_sakura樱花烤肉自助餐厅.md,Google候选需核名,否,Google有坐标但缺候选名，需打开详情页确认
微信餐厅,东方红餐厅,东方红餐厅,东方红餐厅,https://www.google.com/maps/search/%E4%B8%9C%E6%96%B9%E7%BA%A2%E9%A4%90%E5%8E%85%20Tashkent%20Uzbekistan%20restaurant,Dongfanghong Chinese restaurant Uzbekistan,TURANDOT TASHKENT,4.5 (70) | 中国风味·улица Айбек 42 | 已结束营业 · 开始营业时间：12:00,41.2909575,69.2819059,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/03_东方红餐厅.md,Google候选需核名,是,
微信餐厅,中国烧烤,中国烧烤,中国烧烤,https://www.google.com/maps/search/%E4%B8%AD%E5%9B%BD%E7%83%A7%E7%83%A4%20Tashkent%20Uzbekistan%20restaurant,Chinese barbecue restaurant Uzbekistan,华人餐厅,4.8 (12) | 中国风味·8728+Q2Q,41.3019603,69.2649157,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/04_中国烧烤.md,Google候选需核名,是,
微信餐厅,念家湘湘菜馆,念家湘湘菜馆,念家湘湘菜馆,https://www.google.com/maps/search/%E5%BF%B5%E5%AE%B6%E6%B9%98%E6%B9%98%E8%8F%9C%E9%A6%86%20Tashkent%20Uzbekistan%20restaurant,Nianjiaxiang Hunan restaurant Uzbekistan,"Старое название Gulja xogo)Хого центр.дапанжи.лагман,ашлянфу...hot pot",4.3 (55)·UZS 10-15万 | 火锅·86XG+QC7 | 已结束营业 · 开始营业时间：11:00,41.3494374,69.2260522,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/05_念家湘湘菜馆.md,Google候选需核名,是,
微信餐厅,沙县小吃,沙县小吃,沙县小吃,https://www.google.com/maps/search/%E6%B2%99%E5%8E%BF%E5%B0%8F%E5%90%83%20Tashkent%20Uzbekistan%20restaurant,Shaxian snacks restaurant Uzbekistan,Khan Chapan,4.5 (808) | 乌兹别克风味··Usta Olim tupik 5 | 已结束营业 · 开始营业时间：12:00,41.3397795,69.2552786,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/07_沙县小吃.md,Google候选需核名,是,
微信餐厅,唐朝饭店,唐朝饭店,唐朝饭店,https://www.google.com/maps/search/%E5%94%90%E6%9C%9D%E9%A5%AD%E5%BA%97%20Tashkent%20Uzbekistan%20restaurant,Tang Dynasty Chinese restaurant Uzbekistan,TURANDOT TASHKENT,4.5 (70) | 中国风味·улица Айбек 42 | 已结束营业 · 开始营业时间：12:00,41.2909575,69.2819059,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/08_唐朝饭店.md,Google候选需核名,是,
微信餐厅,乌鲁木齐餐厅,乌鲁木齐餐厅,乌鲁木齐餐厅,https://www.google.com/maps/search/%E4%B9%8C%E9%B2%81%E6%9C%A8%E9%BD%90%E9%A4%90%E5%8E%85%20Tashkent%20Uzbekistan%20restaurant,Urumqi restaurant Uzbekistan,# Google 地图, | ,41.2240253,69.2220902,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/09_乌鲁木齐餐厅.md,Google候选需核名,否,Google页面有坐标但候选名未解析出具体地点名，需打开详情页确认
微信餐厅,Avenue中国串串,Avenue中国串串,Avenue中国串串,https://www.google.com/maps/search/Avenue%E4%B8%AD%E5%9B%BD%E4%B8%B2%E4%B8%B2%20Tashkent%20Uzbekistan%20restaurant,Avenue Chinese skewers hot pot Uzbekistan,# Google 地图,,41.2943981,69.2692203,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/10_Avenue中国串串.md,Google候选需核名,否,Google页面有坐标但候选名未解析出具体地点名，需打开详情页确认
微信餐厅,都来顺面馆,都来顺面馆,都来顺面馆,https://www.google.com/maps/search/%E9%83%BD%E6%9D%A5%E9%A1%BA%E9%9D%A2%E9%A6%86%20Tashkent%20Uzbekistan%20restaurant,Dulaishun noodle restaurant Uzbekistan,兰州拉面,"4.1 (166)·UZS 5-10万 | 中国风味·78M3+5WC, Фарғона Йўли | 已结束营业 · 开始营业时间：10:00",41.2829348,69.3047555,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/11_都来顺面馆.md,Google候选需核名,是,
微信餐厅,塔什干《忆湖湘》湘菜馆,塔什干《忆湖湘》湘菜馆,塔什干《忆湖湘》湘菜馆,https://www.google.com/maps/search/%E5%A1%94%E4%BB%80%E5%B9%B2%E3%80%8A%E5%BF%86%E6%B9%96%E6%B9%98%E3%80%8B%E6%B9%98%E8%8F%9C%E9%A6%86%20Tashkent%20Uzbekistan%20restaurant,Yihuxiang Hunan restaurant Tashkent,# Google 地图,Google结果数据含坐标；需按候选名称/地址核对是否对应原餐厅,41.2946032,69.2604407,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/12_塔什干_忆湖湘_湘菜馆.md,Google候选需核名,否,Google页面有坐标但候选名未解析出具体地点名，需打开详情页确认
微信餐厅,塔什干川蓉燚中餐厅,塔什干川蓉燚中餐厅,塔什干川蓉燚中餐厅,https://www.google.com/maps/search/%E5%A1%94%E4%BB%80%E5%B9%B2%E5%B7%9D%E8%93%89%E7%87%9A%E4%B8%AD%E9%A4%90%E5%8E%85%20Tashkent%20Uzbekistan%20restaurant,Chuanrongyi Chinese restaurant Tashkent,,,,,/Users/g90/Documents/Codex/2026-06-13/hermes/work/maps_reads_next/083_塔什干川蓉燚中餐厅.md,Google无有效结果,否,页面未返回可用地点卡片。
微信餐厅,中国四千年喇家拉面,中国四千年喇家拉面,中国四千年喇家拉面,https://www.google.com/maps/search/%E4%B8%AD%E5%9B%BD%E5%9B%9B%E5%8D%83%E5%B9%B4%E5%96%87%E5%AE%B6%E6%8B%89%E9%9D%A2%20Tashkent%20Uzbekistan%20restaurant,Chinese 4000 years Lajia noodles Uzbekistan,# Google 地图, | ,41.2714758,69.2088116,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/14_中国四千年喇家拉面.md,Google候选需核名,否,Google页面有坐标但候选名未解析出具体地点名，需打开详情页确认
微信餐厅,福建餐厅,福建餐厅,福建餐厅,https://www.google.com/maps/search/%E7%A6%8F%E5%BB%BA%E9%A4%90%E5%8E%85%20Tashkent%20Uzbekistan%20restaurant,Fujian Kitchen Chinese restaurant Uzbekistan,# Google 地图,天津饭店 | 4.0 (144)·UZS 10-35万 | 中国风味·Амир Темур шоҳ кўчаси,41.2964129,69.2859493,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/15_福建餐厅.md,Google候选需核名,否,Google页面有坐标但候选名未解析出具体地点名，需打开详情页确认
微信餐厅,友谊饭店,友谊饭店,友谊饭店,https://www.google.com/maps/search/%E5%8F%8B%E8%B0%8A%E9%A5%AD%E5%BA%97%20Tashkent%20Uzbekistan%20restaurant,Friendship Chinese restaurant Uzbekistan,中国饭店,4.2 (21)·UZS 20-25万 | 中国风味·77VQ+7PJ | 堂食·外带,41.2932131,69.2892665,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/16_友谊饭店.md,Google候选需核名,是,
微信餐厅,中乌饭店,中乌饭店,中乌饭店,https://www.google.com/maps/search/%E4%B8%AD%E4%B9%8C%E9%A5%AD%E5%BA%97%20Tashkent%20Uzbekistan%20restaurant,Zhongwu Chinese Uzbek restaurant Uzbekistan,华人餐厅,"4.8 (12) | 中国风味·8728+Q2Q | ""因為大家喜歡清淡餐食，所以這一餐大家很滿意""",41.3019603,69.2649157,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/17_中乌饭店.md,Google候选需核名,是,
微信餐厅,成都饭店,成都饭店,成都饭店,https://www.google.com/maps/search/%E6%88%90%E9%83%BD%E9%A5%AD%E5%BA%97%20Tashkent%20Uzbekistan%20restaurant,Chengdu restaurant Uzbekistan,TURANDOT TASHKENT,4.5 (70) | 中国风味·улица Айбек 42 | 已结束营业 · 开始营业时间：12:00,41.2909575,69.2819059,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/18_成都饭店.md,Google候选需核名,是,
微信餐厅,亲亲面馆,亲亲面馆,亲亲面馆,https://www.google.com/maps/search/%E4%BA%B2%E4%BA%B2%E9%9D%A2%E9%A6%86%20Tashkent%20Uzbekistan%20restaurant,Qinqin noodle restaurant Uzbekistan,兰州拉面,"4.1 (166)·UZS 5-10万 | 中国风味·78M3+5WC, Фарғона Йўли | 已结束营业 · 开始营业时间：10:00",41.2829348,69.3047555,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/19_亲亲面馆.md,Google候选需核名,是,
微信餐厅,川湘食府,川湘食府,川湘食府,https://www.google.com/maps/search/%E5%B7%9D%E6%B9%98%E9%A3%9F%E5%BA%9C%20Tashkent%20Uzbekistan%20restaurant,Chuanxiang Hunan Sichuan restaurant Uzbekistan,长安宴宾楼 | Shuan Hiang Shi Fu,"Sariko'l ko'chasi 2, 100005, Тоshkent",41.2793276,69.2852776,/Users/g90/Documents/Codex/2026-06-13/hermes/work/maps_reads_next/090_川湘食府.md,Google候选需核名,否,Shuan Hiang Shi Fu 与“川湘食府”疑似音译接近，但中文名不一致，需核名。
微信餐厅,百顺餐厅,百顺餐厅,百顺餐厅,https://www.google.com/maps/search/%E7%99%BE%E9%A1%BA%E9%A4%90%E5%8E%85%20Tashkent%20Uzbekistan%20restaurant,Baishun Chinese restaurant Uzbekistan,竹子广式点心,4.0 (125)·UZS 10-25万 | 中国风味·Taras Shevchenko ko'chasi 30 | 已结束营业 · 开始营业时间：11:00,41.2991027,69.2781482,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/22_百顺餐厅.md,Google候选需核名,是,
微信餐厅,长沙饭店,长沙饭店,长沙饭店,https://www.google.com/maps/search/%E9%95%BF%E6%B2%99%E9%A5%AD%E5%BA%97%20Tashkent%20Uzbekistan%20restaurant,Changsha Chinese restaurant Uzbekistan,# Google 地图, | ,41.3001177,69.2623288,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/23_长沙饭店.md,Google候选需核名,否,Google页面有坐标但候选名未解析出具体地点名，需打开详情页确认
微信餐厅,长安巷·融合菜,长安巷·融合菜,长安巷·融合菜,https://www.google.com/maps/search/%E9%95%BF%E5%AE%89%E5%B7%B7%C2%B7%E8%9E%8D%E5%90%88%E8%8F%9C%20Tashkent%20Uzbekistan%20restaurant,Changanxiang fusion restaurant Uzbekistan,GAO GAO,"4.8 (20)·UZS 35-40万 | 餐馆·Groundzero Sharq, Ташкент, Яшнабадский район, 1-й тупик 2-го проезда улицы Пахлавана Махмуда, 31 | 已结束营业 · 开始营业时间：14:00",41.3010119,69.3060292,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/24_长安巷_融合菜.md,Google候选需核名,是,
微信餐厅,成都蜀味汤火锅,成都蜀味汤火锅,成都蜀味汤火锅,https://www.google.com/maps/search/%E6%88%90%E9%83%BD%E8%9C%80%E5%91%B3%E6%B1%A4%E7%81%AB%E9%94%85%20Tashkent%20Uzbekistan%20restaurant,Chengdu Shuweitang hot pot Uzbekistan,# Google 地图, | ,41.2752546,69.2245032,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/25_成都蜀味汤火锅.md,Google候选需核名,否,Google页面有坐标但候选名未解析出具体地点名，需打开详情页确认
微信餐厅,爱斯塔Asta音乐餐厅 韩国街店,爱斯塔Asta音乐餐厅 韩国街店,爱斯塔Asta音乐餐厅 韩国街店,https://www.google.com/maps/search/%E7%88%B1%E6%96%AF%E5%A1%94Asta%E9%9F%B3%E4%B9%90%E9%A4%90%E5%8E%85%20%E9%9F%A9%E5%9B%BD%E8%A1%97%E5%BA%97%20Tashkent%20Uzbekistan%20restaurant,Asta music restaurant Korean street Tashkent,한식당 ALFA & bakery,"4.8 (142)·UZS 10-15万 | 韩国风味··8th of March Street, 90 | 已结束营业 · 开始营业时间：10:00",41.2817469,69.2958412,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/28_爱斯塔Asta音乐餐厅_韩国街店.md,Google候选需核名,是,
微信餐厅,西南川菜馆,西南川菜馆,西南川菜馆,https://www.google.com/maps/search/%E8%A5%BF%E5%8D%97%E5%B7%9D%E8%8F%9C%E9%A6%86%20Tashkent%20Uzbekistan%20restaurant,Southwest Sichuan restaurant Uzbekistan,China chuan chuan,3.9 (26) | 火锅·Mirobod ko'chasi 9а | 堂食·外带,41.2943981,69.2692203,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/29_西南川菜馆.md,Google候选需核名,是,
微信餐厅,百味餐厅,百味餐厅,百味餐厅,https://www.google.com/maps/search/%E7%99%BE%E5%91%B3%E9%A4%90%E5%8E%85%20Tashkent%20Uzbekistan%20restaurant,Baiwei Chinese restaurant Uzbekistan,竹子广式点心,4.0 (125)·UZS 10-25万 | 中国风味·Taras Shevchenko ko'chasi 30 | 已结束营业 · 开始营业时间：11:00,41.2991027,69.2781482,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/30_百味餐厅.md,Google候选需核名,是,
微信餐厅,来福餐厅,来福餐厅,来福餐厅,https://www.google.com/maps/search/%E6%9D%A5%E7%A6%8F%E9%A4%90%E5%8E%85%20Tashkent%20Uzbekistan%20restaurant,Laifu Chinese restaurant Uzbekistan,,,,,/Users/g90/Documents/Codex/2026-06-13/hermes/work/maps_reads_next/098_来福餐厅.md,Google无同名结果,否,返回泛化餐厅列表，未见“来福餐厅”同名候选。
微信餐厅,VINO GALAXY 酒水管家,VINO GALAXY 酒水管家,VINO GALAXY 酒水管家,https://www.google.com/maps/search/VINO%20GALAXY%20%E9%85%92%E6%B0%B4%E7%AE%A1%E5%AE%B6%20Tashkent%20Uzbekistan%20restaurant,VINO GALAXY Tashkent,Brooklyn vino vodka,"4.2 (11) | 酒类商店·Госпитальный рынок, Avliyoota Street 2 | 24 小时营业·+998 78 555 79 79",41.2922758,69.2754095,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/32_VINO_GALAXY_酒水管家.md,单源参考(Google),是,
微信餐厅,包子客牛肉汤包,包子客牛肉汤包,包子客牛肉汤包,https://www.google.com/maps/search/%E5%8C%85%E5%AD%90%E5%AE%A2%E7%89%9B%E8%82%89%E6%B1%A4%E5%8C%85%20Tashkent%20Uzbekistan%20restaurant,Baozike beef soup dumplings restaurant Uzbekistan,BOBOY Shevchenko,4.7 (289)·UZS 15-40万 | 乌兹别克风味··Taras Shevchenko ko'chasi 38a | 24 小时营业,41.2969259,69.2807353,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/33_包子客牛肉汤包.md,Google候选需核名,是,
微信餐厅,永福餐厅,永福餐厅,永福餐厅,https://www.google.com/maps/search/%E6%B0%B8%E7%A6%8F%E9%A4%90%E5%8E%85%20Tashkent%20Uzbekistan%20restaurant,Yongfu Chinese restaurant Uzbekistan,# Google 地图,,41.3270480,69.3164364,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/34_永福餐厅.md,Google候选需核名,否,Google页面有坐标但候选名未解析出具体地点名，需打开详情页确认
微信餐厅,川渝私房菜（东方明珠酒店）,川渝私房菜（东方明珠酒店）,川渝私房菜（东方明珠酒店）,https://www.google.com/maps/search/%E5%B7%9D%E6%B8%9D%E7%A7%81%E6%88%BF%E8%8F%9C%EF%BC%88%E4%B8%9C%E6%96%B9%E6%98%8E%E7%8F%A0%E9%85%92%E5%BA%97%EF%BC%89%20Tashkent%20Uzbekistan%20restaurant,Sichuan Chongqing private kitchen Oriental Pearl Hotel Tashkent,,,,,/Users/g90/Documents/Codex/2026-06-13/hermes/work/maps_reads_next/102_川渝私房菜（东方明珠酒店）.md,Google无同名结果,否,返回中餐/酒店泛化结果，未见“川渝私房菜（东方明珠酒店）”同名候选。
