来源,序号/名称,标题/名称,提取餐厅/地点名,Google Maps查询URL,Google查询词,Google候选名,Google候选详情,Google纬度,Google经度,Google页面文件,Google搜索状态,是否可先作为地址候选,备注
微信餐厅,川湘食府,川湘食府,川湘食府,https://www.google.com/maps/search/%E5%B7%9D%E6%B9%98%E9%A3%9F%E5%BA%9C%20Tashkent%20Uzbekistan%20restaurant,Chuanxiang Hunan Sichuan restaurant Uzbekistan,China chuan chuan,"3.9 (26) | 火锅·Mirobod ko'chasi 9а | ""在国外算是很地道的川菜馆了，不错""",,,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/20_川湘食府.md,未确认,否,Google有文字候选但未解析坐标，需打开详情页确认
微信餐厅,长沙饭店,长沙饭店,长沙饭店,https://www.google.com/maps/search/%E9%95%BF%E6%B2%99%E9%A5%AD%E5%BA%97%20Tashkent%20Uzbekistan%20restaurant,Changsha Chinese restaurant Uzbekistan,# Google 地图, | ,41.3001177,69.2623288,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/23_长沙饭店.md,Google候选需核名,否,Google页面有坐标但候选名未解析出具体地点名，需打开详情页确认
微信餐厅,成都蜀味汤火锅,成都蜀味汤火锅,成都蜀味汤火锅,https://www.google.com/maps/search/%E6%88%90%E9%83%BD%E8%9C%80%E5%91%B3%E6%B1%A4%E7%81%AB%E9%94%85%20Tashkent%20Uzbekistan%20restaurant,Chengdu Shuweitang hot pot Uzbekistan,# Google 地图, | ,41.2752546,69.2245032,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/25_成都蜀味汤火锅.md,Google候选需核名,否,Google页面有坐标但候选名未解析出具体地点名，需打开详情页确认
微信餐厅,来福餐厅,来福餐厅,来福餐厅,https://www.google.com/maps/search/%E6%9D%A5%E7%A6%8F%E9%A4%90%E5%8E%85%20Tashkent%20Uzbekistan%20restaurant,Laifu Chinese restaurant Uzbekistan,忆湖湘(市中心店),"4.1 (24)·UZS 15-40万 | 中国风味·Tafakkur St, Konstitutsiya MFY38-uy | 已结束营业 · 开始营业时间：10:30",,,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/31_来福餐厅.md,未确认,否,Google有文字候选但未解析坐标，需打开详情页确认
微信餐厅,永福餐厅,永福餐厅,永福餐厅,https://www.google.com/maps/search/%E6%B0%B8%E7%A6%8F%E9%A4%90%E5%8E%85%20Tashkent%20Uzbekistan%20restaurant,Yongfu Chinese restaurant Uzbekistan,# Google 地图,,41.3270480,69.3164364,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/34_永福餐厅.md,Google候选需核名,否,Google页面有坐标但候选名未解析出具体地点名，需打开详情页确认
微信餐厅,川渝私房菜（东方明珠酒店）,川渝私房菜（东方明珠酒店）,川渝私房菜（东方明珠酒店）,https://www.google.com/maps/search/%E5%B7%9D%E6%B8%9D%E7%A7%81%E6%88%BF%E8%8F%9C%EF%BC%88%E4%B8%9C%E6%96%B9%E6%98%8E%E7%8F%A0%E9%85%92%E5%BA%97%EF%BC%89%20Tashkent%20Uzbekistan%20restaurant,Sichuan Chongqing private kitchen Oriental Pearl Hotel Tashkent,**赞助商**,"Monday Royal Apart Hotel | Uzbekistan, Tashkent | 4.5 (88) | 5 星级酒店",,,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/35_川渝私房菜_东方明珠酒店_.md,未确认,否,Google有文字候选但未解析坐标，需打开详情页确认
微信餐厅,长安大饭店,长安大饭店,长安大饭店,https://www.google.com/maps/search/%E9%95%BF%E5%AE%89%E5%A4%A7%E9%A5%AD%E5%BA%97%20Tashkent%20Uzbekistan%20restaurant,Changan Chinese restaurant Uzbekistan,# Google 地图,,39.6824658,66.9254523,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/40_长安大饭店.md,Google候选需核名,否,Google页面有坐标但候选名未解析出具体地点名，需打开详情页确认
微信餐厅,CBF撒马尔罕中餐厅,CBF撒马尔罕中餐厅,CBF撒马尔罕中餐厅,https://www.google.com/maps/search/CBF%E6%92%92%E9%A9%AC%E5%B0%94%E7%BD%95%E4%B8%AD%E9%A4%90%E5%8E%85%20Tashkent%20Uzbekistan%20restaurant,CBF Chinese restaurant Samarkand Uzbekistan,# Google 地图,,39.6432517,66.9572430,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/41_CBF撒马尔罕中餐厅.md,Google候选需核名,否,Google页面有坐标但候选名未解析出具体地点名，需打开详情页确认
微信餐厅,撒马尔罕新疆风味餐厅,撒马尔罕新疆风味餐厅,撒马尔罕新疆风味餐厅,https://www.google.com/maps/search/%E6%92%92%E9%A9%AC%E5%B0%94%E7%BD%95%E6%96%B0%E7%96%86%E9%A3%8E%E5%91%B3%E9%A4%90%E5%8E%85%20Tashkent%20Uzbekistan%20restaurant,Xinjiang restaurant Samarkand Uzbekistan,# Google 地图,"https://yandex.uz/ https://yandex.uz › ... › Restoran | 新疆风味餐厅 - Restoran | Restoran 新疆风味餐厅 manzili Samarqand, Shodlikmahalla fuqarolar yigʻini, Amir Temur koʻchasi, 137. Yandex Maps orqali marshrut tuzish..",,,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/42_撒马尔罕新疆风味餐厅.md,未确认,否,Google页面有坐标但候选名未解析出具体地点名，需打开详情页确认
微信餐厅,安集延国际酒店中餐厅（川湘菜）,安集延国际酒店中餐厅（川湘菜）,安集延国际酒店中餐厅（川湘菜）,https://www.google.com/maps/search/%E5%AE%89%E9%9B%86%E5%BB%B6%E5%9B%BD%E9%99%85%E9%85%92%E5%BA%97%E4%B8%AD%E9%A4%90%E5%8E%85%EF%BC%88%E5%B7%9D%E6%B9%98%E8%8F%9C%EF%BC%89%20Tashkent%20Uzbekistan%20restaurant,Andijan International Hotel Chinese restaurant Andijan Uzbekistan,# Google 地图,https://www.agoda.com/ https://www.agoda.com › hotel › andizhan-uz | 安集延国际酒店(Andijon international hotel) - Agoda.com | 安集延国际酒店是一家位于乌兹别克斯坦安集延市的优质三星酒店，为旅客提供温馨且便利的住宿环境。酒店的入住时间为中午12点以后，确保您在抵达后可以轻松办理入住手续，开始 ...,40.7821408,72.3311694,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/44_安集延国际酒店中餐厅_川湘菜_.md,Google候选需核名,否,Google页面有坐标但候选名未解析出具体地点名，需打开详情页确认
